Orig Order,RTH #,RSH #,TH,SH,Hanzi Parts of Speech,RTH Keyword,RSH Keyword,RTH Read,TH Read,SH Freq Meaning,SH Freq Pinyin,SH Freq,SH Freq Rank,SH Freq Group,Opt RTH,Opt RSH,RTH Lesson,RTH Merge Lesson,RSH Lesson,RSH Lesson Merged,SH and TH check,SH and TH keywords
2122,2122,2184,晰,晰,,distinct,distinct,xī,xī,understanding,xi1,0.00%,2220,8,2196,2211,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH = TH,SH key = TH key
2126,2126,934,逝,逝,,pass away,pass away,shì,shì,depart/die,shi4,0.00%,2102,8,2197,2210,RTH2-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
2137,2137,2210,淒,凄,,miserable,miserable,qī,qī|qiàn,"intense cold/mournful, sorrowful",qi1,0.00%,2352,8,2198,2215,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH <> TH,SH key = TH key
2139,2139,2198,煞,煞,,goblin,goblin,shà,shā|shà,"decrease/tighten, baleful/bring to a stop/very",sha1/sha4,0.00%,2280,8,2199,2213,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH = TH,SH key = TH key
2145,2145,2216,賺,赚,,earn,earn,zhuàn,zhuàn|zuàn,"earn/make a profit, cheat/swindle",zhuan4/zuan4,0.00%,2182,8,2200,2217,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH <> TH,SH key = TH key
2147,2147,2218,謙,谦,,unassuming,unassuming,qiān,qiān,modest,qian1,0.00%,2345,8,2201,2218,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH <> TH,SH key = TH key
2148,2148,2219,歉,歉,,apology,apology,qiàn,qiàn,apologize/deficient/to regret,qian4,0.00%,2149,8,2202,2219,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH = TH,SH key = TH key
2156,2156,2227,逮,逮,v.,arrest,arrest,dài,dǎi|dài,"arrest/catch/seize/until, catch/seize/until",dai3/dai4,0.00%,2216,8,2203,2220,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH = TH,SH key = TH key
2160,2160,2231,耍,耍,,mess around,mess around,shuǎ,shuǎ,play with/to juggle,shua3,0.00%,2260,8,2204,2221,RTH2-L30,RTH1-L30,RSH2-L30,RSH1-L30,SH = TH,SH key = TH key
2168,2168,2778,庸,庸,,mediocre,mediocre,yōng,yōng,ordinary/to use,yong1,0.00%,2148,8,2205,2322,RTH2-L30,RTH1-L30,RSH2-L47,RSH1-L47,SH = TH,SH key = TH key
897,897,973,昔,昔,,times past,times past,xī,xī,past/former,xi1,0.00%,2388,8,2206,2222,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
923,923,992,眨,眨,v.,blink,blink,zhǎ,zhǎ,wink,zha3,0.00%,2371,8,2207,2223,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
2175,2175,2245,遮,遮,v.,screen,screen,zhē,zhē,cover up (a shortcoming)/screen off/to hide/to conceal,zhe1,0.00%,2135,8,2208,2224,RTH2-L31,RTH1-L31,RSH2-L31,RSH1-L31,SH = TH,SH key = TH key
2180,2180,2250,藤,藤,,rattan,rattan,téng,téng,rattan/cane,teng2,0.00%,2200,8,2209,2225,RTH2-L31,RTH1-L31,RSH2-L31,RSH1-L31,SH = TH,SH key = TH key
2183,2183,2251,鼎,鼎,,old cooking pot,old cooking pot,dǐng,dǐng,tripod,ding3,0.00%,2356,8,2210,2226,RTH2-L31,RTH1-L31,RSH2-L31,RSH1-L31,SH = TH,SH key = TH key
2186,2186,2201,浸,浸,,immerse,immerse,jìn,jìn,immerse/soak/steep,jin4,0.00%,2354,8,2211,2214,RTH2-L31,RTH1-L31,RSH2-L30,RSH1-L30,SH = TH,SH key = TH key
2194,2194,2035,淵,渊,,abyss,abyss,yuān,yuān,abyss,yuan1,0.00%,2192,8,2212,2188,RTH2-L31,RTH1-L31,RSH2-L25,RSH1-L25,SH <> TH,SH key = TH key
2196,2196,2213,嘯,啸,v.,howl,howl,xiào,xiào,to hiss/to whistle,xiao4,0.00%,2301,8,2213,2216,RTH2-L31,RTH1-L31,RSH2-L30,RSH1-L30,SH <> TH,SH key = TH key
2199,2199,2252,芝,芝,,sesame,sesame,zhī,zhī,Zoysia pungens,zhi1,0.00%,2150,8,2214,2227,RTH2-L31,RTH1-L31,RSH2-L31,RSH1-L31,SH = TH,SH key = TH key
2202,2202,2255,歪,歪,,askew,askew,wāi,wāi,askew,wai1,0.00%,2239,8,2215,2228,RTH2-L31,RTH1-L31,RSH2-L31,RSH1-L31,SH = TH,SH key = TH key
941,941,1015,弓,弓,n.,bow,bow,gōng,gōng,a bow (weapon),gong1,0.00%,2229,8,2216,2229,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
2209,2209,2262,茅,茅,n.,thatch,thatch,máo,máo,(surname)/thatch,mao2,0.00%,2339,8,2217,2230,RTH2-L32,RTH1-L32,RSH2-L32,RSH1-L32,SH = TH,SH key = TH key
2213,2213,2270,夷,夷,,barbarian,barbarian,yí,yí,a barbarian,yi2,0.00%,2337,8,2218,2232,RTH2-L32,RTH1-L32,RSH2-L32,RSH1-L32,SH = TH,SH key = TH key
2214,2214,2271,姨,姨,,maternal aunt,maternal aunt,yí,yí,one's mother's sister/aunt,yi2,0.00%,2287,8,2219,2233,RTH2-L32,RTH1-L32,RSH2-L32,RSH1-L32,SH = TH,SH key = TH key
2216,2216,2273,僵,僵,adj.,stiff,stiff,jiāng,jiāng,"rigid/deadlock/stiff (corpse), stiff (corpse)",jiang1,0.00%,2333,8,2220,2234,RTH2-L32,RTH1-L32,RSH2-L32,RSH1-L32,SH = TH,SH key = TH key
2217,2217,1758,薑,姜,,ginger,ginger,jiāng,jiāng,"(surname)/ginger, ginger",jiang1,0.00%,2394,8,2221,2149,RTH2-L32,RTH1-L32,RSH2-L20,RSH1-L20,SH <> TH,SH key = TH key
2225,2225,2284,聘,聘,v.,employ,employ,pìn,pìn,betrothed/engage (teacher)/hire,pin4,0.00%,2253,8,2222,2236,RTH2-L32,RTH1-L32,RSH2-L32,RSH1-L32,SH = TH,SH key = TH key
2227,2227,2285,姊,姊,,elder sister,elder sister,zǐ,zǐ,older sister,zi3,0.00%,2236,8,2223,2237,RTH2-L32,RTH1-L32,RSH2-L32,RSH1-L32,SH = TH,SH key = TH key
957,957,1037,孝,孝,,filial piety,filial piety,xiào,xiào,filial,xiao4,0.00%,2116,8,2224,2238,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
965,965,413,獅,狮,,lion,lion,shī,shī,lion,shi1,0.00%,2211,8,2225,2133,RTH1-L33,RTH1-L33,RSH1-L18,RSH1-L18,SH <> TH,SH key = TH key
2237,2237,2306,堵,堵,,stop up,stop up,dǔ,dǔ,stop up,du3,0.00%,2284,8,2226,2239,RTH2-L33,RTH1-L33,RSH2-L33,RSH1-L33,SH = TH,SH key = TH key
2241,2241,2310,屠,屠,,slaughter,slaughter,tú,tú,slaughter/slaughter man,tu2,0.00%,2171,8,2227,2240,RTH2-L33,RTH1-L33,RSH2-L33,RSH1-L33,SH = TH,SH key = TH key
2277,2277,2338,陌,陌,,footpath,footpath,mò,mò,raised path/street,mo4,0.00%,2243,8,2228,2243,RTH2-L34,RTH1-L34,RSH2-L34,RSH1-L34,SH = TH,SH key = TH key
2279,2279,2340,陡,陡,,steep,steep,dǒu,dǒu,steep,dou3,0.00%,2362,8,2229,2244,RTH2-L34,RTH1-L34,RSH2-L34,RSH1-L34,SH = TH,SH key = TH key
2283,2283,1070,墜,坠,v.,plunge,plunge,zhuì,zhuì,fall,zhui4,0.00%,2279,8,2230,2242,RTH2-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH <> TH,SH key = TH key
2286,2286,2880,窯,窑,,kiln,kiln,yáo,yáo,kiln/oven,yao2,0.00%,2342,8,2231,2341,RTH2-L34,RTH1-L34,RSH2-L52,RSH1-L52,SH <> TH,SH key = TH key
2289,2289,2358,窄,窄,adj.,strait,strait,zhǎi,zhǎi,narrow,zhai3,0.00%,2244,8,2232,2247,RTH2-L34,RTH1-L34,RSH2-L34,RSH1-L34,SH = TH,SH key = TH key
2296,2296,2419,螺,螺,,spiral shell,spiral shell,luó,luó,screw/snail,luo2,0.00%,2386,8,2233,2255,RTH2-L35,RTH1-L35,RSH2-L35,RSH1-L35,SH = TH,SH key = TH key
2303,2303,2381,綿,绵,,continuous,continuous,mián,mián,cotton/incessant/soft/downy,mian2,0.00%,2186,8,2234,2249,RTH2-L35,RTH1-L35,RSH2-L35,RSH1-L35,SH <> TH,SH key = TH key
2329,2329,2424,脖,脖,,head-hinge,head-hinge,bó,bó,neck,bo2,0.00%,2175,8,2235,2256,RTH2-L35,RTH1-L35,RSH2-L35,RSH1-L35,SH = TH,SH key = TH key
2338,2338,2404,頸,颈,n.,neck,neck,jǐng,jǐng|gěng,neck,jing3,0.00%,2117,8,2236,2252,RTH2-L35,RTH1-L35,RSH2-L35,RSH1-L35,SH <> TH,SH key = TH key
2342,2342,2409,溪,溪,,creek,creek,xī,xī,"creek, creek",qi1/xi1,0.00%,2194,8,2237,2253,RTH2-L35,RTH1-L35,RSH2-L35,RSH1-L35,SH = TH,SH key = TH key
2350,2350,2412,弦,弦,,bowstring,bowstring,xián,xián,"bow string/string of mus. instr., string of mus. instr.",xian2,0.00%,2258,8,2238,2254,RTH2-L35,RTH1-L35,RSH2-L35,RSH1-L35,SH = TH,SH key = TH key
2375,2375,2440,嶺,岭,,mountain range,mountain range,lǐng,lǐng,mountain range,ling3,0.00%,2214,8,2239,2257,RTH2-L36,RTH1-L36,RSH2-L36,RSH1-L36,SH <> TH,SH key = TH key
2383,2383,2448,倦,倦,,worn out,worn out,juàn,juàn,tired,juan4,0.00%,2329,8,2240,2258,RTH2-L36,RTH1-L36,RSH2-L36,RSH1-L36,SH = TH,SH key = TH key
2391,2391,2458,跪,跪,,kneel,kneel,guì,guì,kneel,gui4,0.00%,2128,8,2241,2259,RTH2-L36,RTH1-L36,RSH2-L36,RSH1-L36,SH = TH,SH key = TH key
2392,2392,2459,輿,舆,,popular,popular,yú,yú,carriage/sedan chair/world,yu2,0.00%,2341,8,2242,2260,RTH2-L36,RTH1-L36,RSH2-L36,RSH1-L36,SH <> TH,SH key = TH key
1073,1073,1135,廚,厨,,kitchen,kitchen,chú,chú,kitchen,chu2,0.00%,2132,8,2243,2261,RTH1-L37,RTH1-L37,RSH1-L37,RSH1-L37,SH <> TH,SH key = TH key
1081,1081,1142,籃,篮,,basket,basket,lán,lán,basket/goal,lan2,0.00%,2357,8,2244,2262,RTH1-L37,RTH1-L37,RSH1-L37,RSH1-L37,SH <> TH,SH key = TH key
2400,2400,2472,翠,翠,,emerald green,emerald green,cuì,cuì,bluish-green/green jade,cui4,0.00%,2177,8,2245,2263,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH = TH,SH key = TH key
2426,2426,2494,盈,盈,,replete,replete,yíng,yíng,full/filled/surplus,ying2,0.00%,2111,8,2246,2264,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH = TH,SH key = TH key
2430,2430,2498,濫,滥,,indiscriminate,indiscriminate,làn,làn,excessive/indiscriminate,lan4,0.00%,2282,8,2247,2265,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2444,2444,2507,懇,恳,,wholeheartedly,wholeheartedly,kěn,kěn,earnest,ken3,0.00%,2265,8,2248,2266,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2451,2451,2517,飢,饥,,starving,starving,jī,jī,hungry,ji1,0.00%,2173,8,2249,2267,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2452,2452,2518,饒,饶,v.,spare,spare,ráo,ráo,(surname)/to spare,rao2,0.00%,2266,8,2250,2268,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2458,2458,2524,餅,饼,,cookie,cookie,bǐng,bǐng,round flat cake/cookie/cake/pastry,bing3,0.00%,2359,8,2251,2269,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH <> TH,SH key = TH key
2464,2464,2528,慨,慨,,incensed,incensed,kǎi,kǎi,generous/sad,kai3,0.00%,2208,8,2252,2270,RTH2-L37,RTH1-L37,RSH2-L37,RSH1-L37,SH = TH,SH key = TH key
1124,1124,1192,薪,薪,,fuel,fuel,xīn,xīn,fuel/salary,xin1,0.00%,2167,8,2253,2273,RTH1-L38,RTH1-L38,RSH1-L38,RSH1-L38,SH = TH,SH key = TH key
2465,2465,2530,萍,萍,,duckweed,duckweed,píng,píng,duckweed,ping2,0.00%,2180,8,2254,2274,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH = TH,SH key = TH key
2469,2469,2534,哎,哎,,Good grief!,Good grief!,āi,āi|ēi,an interjection/hey/lookout/why etc,ai1,0.00%,2294,8,2255,2275,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH = TH,SH key = TH key
2499,2499,2561,咳,咳,v.,cough,cough,ké,hāi|ké,"sound of sighing, cough",hai1/ke2,0.00%,2373,8,2256,2277,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH = TH,SH key = TH key
2500,2500,2537,剎,刹,v.,brake,brake,shā,chà|shā,"Buddhist monastery or temple/a brief moment, to brake (car)",cha4/sha1,0.00%,2249,8,2257,2276,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH <> TH,SH key = TH key
2501,2501,2562,嚷,嚷,,cry out,cry out,rǎng,rǎng|rāng,blurt out/to shout,rang3,0.00%,2256,8,2258,2278,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH = TH,SH key = TH key
2504,2504,2565,寨,寨,,stockade,stockade,zhài,zhài,stronghold/stockade,zhai4,0.00%,2313,8,2259,2279,RTH2-L38,RTH1-L38,RSH2-L38,RSH1-L38,SH = TH,SH key = TH key
1174,1174,1235,棒,棒,n.,cudgel,cudgel,bàng,bàng,a stick/club or cudgel/smart/capable/strong,bang4,0.00%,2288,8,2260,2280,RTH1-L39,RTH1-L39,RSH1-L39,RSH1-L39,SH = TH,SH key = TH key
1180,1180,645,攤,摊,,vendor's stand,vendor's stand,tān,tān,spread out/vendor's stand,tan1,0.00%,2154,8,2261,2160,RTH1-L39,RTH1-L39,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
2516,2516,2590,瞎,瞎,,visionless,visionless,xiā,xiā,blind,xia1,0.00%,2395,8,2262,2283,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2524,2524,2584,逢,逢,,chance upon,chance upon,féng,féng,every time/meet by chance,feng2,0.00%,2181,8,2263,2281,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2525,2525,2586,蓬,蓬,,disheveled,disheveled,péng,pēng|péng,(grass)/disheveled,peng2,0.00%,2398,8,2264,2282,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2528,2528,2597,湊,凑,,gather together,gather together,còu,còu,assemble/put together/press near/come together,cou4,0.00%,2193,8,2265,2284,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH <> TH,SH key = TH key
2530,2530,2599,蠢,蠢,,foolish,foolish,chǔn,chǔn,blunt/stupid/to wiggle (of worms)/sluggish,chun3,0.00%,2195,8,2266,2285,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2531,2531,2603,捧,捧,,carry in both hands,carry in both hands,pěng,pěng,hold or offer with both hands,peng3,0.00%,2353,8,2267,2286,RTH2-L39,RTH1-L39,RSH2-L39,RSH1-L39,SH = TH,SH key = TH key
2550,2550,2622,擱,搁,,put aside,put aside,gē,gē|gé,to place,ge1,0.00%,2380,8,2268,2290,RTH2-L41,RTH1-L41,RSH2-L41,RSH1-L41,SH <> TH,SH key = TH key
2551,2551,2630,闡,阐,,explicate,explicate,chǎn,chǎn,to express/disclose/enlighten/open,chan3,0.00%,2197,8,2269,2291,RTH2-L41,RTH1-L41,RSH2-L41,RSH1-L41,SH <> TH,SH key = TH key
2557,2557,1187,闢,辟,,repudiate,repudiate,pì,pì,"king/emperor/monarch/royal/ward off, law, dispel/open up/refute",bi4/pi4,0.00%,2140,8,2270,2272,RTH2-L41,RTH1-L41,RSH1-L38,RSH1-L38,SH <> TH,SH key = TH key
2566,2566,2372,纖,纤,,fiber,fiber,xiān,xiān|qiàn,"boatman's tow-rope, fine/delicate/minute",qian4/xian1,0.00%,2106,8,2271,2248,RTH2-L41,RTH1-L41,RSH2-L35,RSH1-L35,SH <> TH,SH key = TH key
2568,2568,2637,猴,猴,,monkey,monkey,hóu,hóu,monkey,hou2,0.00%,2187,8,2272,2292,RTH2-L41,RTH1-L41,RSH2-L41,RSH1-L41,SH = TH,SH key = TH key
2573,2573,2644,罕,罕,,rarely,rarely,hǎn,hǎn,rare,han3,0.00%,2221,8,2273,2294,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH = TH,SH key = TH key
2574,2574,2643,軒,轩,,veranda,veranda,xuān,xuān,covered carriage/pavilion,xuan1,0.00%,2389,8,2274,2293,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH <> TH,SH key = TH key
2587,2587,2655,懶,懒,,lazy,lazy,lǎn,lǎn,lazy,lan3,0.00%,2230,8,2275,2296,RTH2-L42,RTH1-L42,RSH2-L42,RSH1-L42,SH <> TH,SH key = TH key
2602,2602,2667,痴,痴,,idiotic,idiotic,chī,chī,"imbecile/sentimental/stupid/foolish/silly, imbecile/sentimental",chi1,0.00%,2225,8,2276,2297,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2603,2603,2668,瘤,瘤,,tumor,tumor,liú,liú,tumor,liu2,0.00%,2141,8,2277,2298,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2612,2612,2683,渠,渠,,canal,canal,qú,qú,big/stream or canal/drain/ditch,qu2,0.00%,2315,8,2278,2302,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2614,2614,2685,矩,矩,n.,square,square,jǔ,jū|jǔ,carpenter's square/rule,ju3,0.00%,2160,8,2279,2303,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2616,2616,2674,框,框,,rectangular frame,rectangular frame,kuàng,kuàng,frame/door frame,kuang4,0.00%,2144,8,2280,2299,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2620,2620,2677,匠,匠,,artisan,artisan,jiàng,jiàng,craftsman,jiang4,0.00%,2110,8,2281,2300,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2621,2621,2678,匪,匪,,bandit,bandit,fěi,fěi,bandit,fei3,0.00%,2201,8,2282,2301,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2626,2626,2689,軀,躯,,human body,human body,qū,qū,human body,qu1,0.00%,2310,8,2283,2304,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH <> TH,SH key = TH key
2630,2630,2696,僚,僚,,coworker,coworker,liáo,liáo,bureaucrat,liao2,0.00%,2234,8,2284,2305,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH = TH,SH key = TH key
2637,2637,2698,潑,泼,v.,splash,splash,pō,pō,splash/to spill,po1,0.00%,2327,8,2285,2306,RTH2-L43,RTH1-L43,RSH2-L43,RSH1-L43,SH <> TH,SH key = TH key
1276,1276,1323,摔,摔,v.,tumble,tumble,shuāi,shuāi,throw on ground/to fall,shuai1,0.00%,2270,8,2286,2307,RTH1-L44,RTH1-L44,RSH1-L44,RSH1-L44,SH = TH,SH key = TH key
2641,2641,2702,衫,衫,,shirt,shirt,shān,shān,Chinese gown (unlined),shan1,0.00%,2153,8,2287,2309,RTH2-L44,RTH1-L44,RSH2-L44,RSH1-L44,SH = TH,SH key = TH key
2644,2644,2707,趁,趁,,take advantage of,take advantage of,chèn,chèn,avail oneself of/take advantage of,chen4,0.00%,2109,8,2288,2310,RTH2-L44,RTH1-L44,RSH2-L44,RSH1-L44,SH = TH,SH key = TH key
2647,2647,2315,膠,胶,,gum,gum,jiāo,jiāo,glue/gum,jiao1,0.00%,2170,8,2289,2241,RTH2-L44,RTH1-L44,RSH2-L33,RSH1-L33,SH <> TH,SH key = TH key
2648,2648,2709,謬,谬,adj.,wrong,wrong,miù,miù,absurd/erroneous,miu4,0.00%,2390,8,2290,2311,RTH2-L44,RTH1-L44,RSH2-L44,RSH1-L44,SH <> TH,SH key = TH key
2654,2654,2719,脊,脊,,backbone,backbone,jǐ,jǐ,spine/back/ridge,ji3,0.00%,2228,8,2291,2313,RTH2-L44,RTH1-L44,RSH2-L44,RSH1-L44,SH = TH,SH key = TH key
2656,2656,2721,涵,涵,,culvert,culvert,hán,hán,contain,han2,0.00%,2330,8,2292,2314,RTH2-L44,RTH1-L44,RSH2-L44,RSH1-L44,SH = TH,SH key = TH key
2662,2662,1334,艷,艳,,gorgeous,gorgeous,yàn,yàn,glamorous,yan4,0.00%,2104,8,2293,2308,RTH2-L44,RTH1-L44,RSH1-L44,RSH1-L44,SH <> TH,SH key = TH key
2672,2672,2739,撕,撕,v.,rip,rip,sī,sī|xī,to tear,si1,0.00%,2334,8,2294,2315,RTH2-L45,RTH1-L45,RSH2-L45,RSH1-L45,SH = TH,SH key = TH key
2681,2681,2747,誼,谊,,friendship,friendship,yì,yì,friendship,yi4,0.00%,2136,8,2295,2317,RTH2-L45,RTH1-L45,RSH2-L46,RSH1-L46,SH <> TH,SH key = TH key
2685,2685,2753,疊,叠,v.,heap,heap,dié,dié,fold up/repeat,die2,0.00%,2271,8,2296,2318,RTH2-L45,RTH1-L45,RSH2-L46,RSH1-L46,SH <> TH,SH key = TH key
1309,1309,1358,巷,巷,,lane,lane,xiàng,xiàng|hàng,lane/alley,xiang4,0.00%,2399,8,2297,2316,RTH1-L46,RTH1-L46,RSH1-L46,RSH1-L46,SH = TH,SH key = TH key
2692,2692,2756,譜,谱,,musical score,musical score,pǔ,pǔ,chart/list/score (music)/spectrum (math.)(phys.),pu3,0.00%,2274,8,2298,2319,RTH2-L46,RTH1-L46,RSH2-L46,RSH1-L46,SH <> TH,SH key = TH key
2705,2705,2769,撰,撰,,compose,compose,zhuàn,zhuàn,"compose/compile, compose/compile/discourse in praise",zhuan4,0.00%,2300,8,2299,2321,RTH2-L46,RTH1-L46,RSH2-L46,RSH1-L46,SH = TH,SH key = TH key
2706,2706,2760,啞,哑,adj.,mute,mute,yǎ,yā|yǎ,"(onomat.), dumb/mute",ya1/ya3,0.00%,2368,8,2300,2320,RTH2-L47,RTH1-L47,RSH2-L46,RSH1-L46,SH <> TH,SH key = TH key
2713,2713,2647,籲,吁,,plead,plead,yù,yù,"sh/hush, implore",xu1/yu4,0.00%,2138,8,2301,2295,RTH2-L47,RTH1-L47,RSH2-L42,RSH1-L42,SH <> TH,SH key = TH key
1336,1336,1379,甫,甫,,Fu,Fu,fǔ,fǔ,just/just now,fu3,0.00%,2152,8,2302,2323,RTH1-L48,RTH1-L48,RSH1-L48,RSH1-L48,SH = TH,SH key = TH key
1339,1339,1382,搏,搏,,wrestle,wrestle,bó,bó,fight/combat/seize,bo2,0.00%,2372,8,2303,2324,RTH1-L48,RTH1-L48,RSH1-L48,RSH1-L48,SH = TH,SH key = TH key
2729,2729,2791,浦,浦,,river mouth,river mouth,pǔ,pǔ,beach,pu3,0.00%,2161,8,2304,2325,RTH2-L48,RTH1-L48,RSH2-L48,RSH1-L48,SH = TH,SH key = TH key
2730,2730,2792,蒲,蒲,,cattail,cattail,pú,pú,calamus,pu2,0.00%,2344,8,2305,2326,RTH2-L48,RTH1-L48,RSH2-L48,RSH1-L48,SH = TH,SH key = TH key
2740,2740,2810,郊,郊,,outskirts,outskirts,jiāo,jiāo,suburb,jiao1,0.00%,2351,8,2306,2327,RTH2-L48,RTH1-L48,RSH2-L48,RSH1-L48,SH = TH,SH key = TH key
1350,1350,1394,舟,舟,,boat,boat,zhōu,zhōu,boat,zhou1,0.00%,2224,8,2307,2328,RTH1-L49,RTH1-L49,RSH1-L49,RSH1-L49,SH = TH,SH key = TH key
2751,2751,2817,殷,殷,,ardent,ardent,yīn,yīn|yān,"dark red, (surname)/dynasty/flourishing, roll of thunder",yan1/yin1/yin3,0.00%,2365,8,2308,2329,RTH2-L49,RTH1-L49,RSH2-L49,RSH1-L49,SH = TH,SH key = TH key
2759,2759,2820,舶,舶,,liner,liner,bó,bó,sea-going vessels/ship,bo2,0.00%,2318,8,2309,2330,RTH2-L49,RTH1-L49,RSH2-L49,RSH1-L49,SH = TH,SH key = TH key
2766,2766,2828,狐,狐,,fox,fox,hú,hú,fox,hu2,0.00%,2321,8,2310,2331,RTH2-L49,RTH1-L49,RSH2-L49,RSH1-L49,SH = TH,SH key = TH key
1373,1373,1413,蒸,蒸,v.,steam,steam,zhēng,zhēng,to steam,zheng1,0.00%,2358,8,2311,2332,RTH1-L50,RTH1-L50,RSH1-L50,RSH1-L50,SH = TH,SH key = TH key
2775,2775,1513,鞏,巩,,strengthen,strengthen,gǒng,gǒng,secure/solid,gong3,0.00%,2384,8,2312,2098,RTH2-L50,RTH1-L50,RSH2-L05,RSH1-L05,SH <> TH,SH key = TH key
2781,2781,2840,鞭,鞭,n./v.,whip,whip,biān,biān,a whip or lash/to flog/slash or whip,bian1,0.00%,2250,8,2313,2333,RTH2-L50,RTH1-L50,RSH2-L50,RSH1-L50,SH = TH,SH key = TH key
2783,2783,2843,訝,讶,,surprised,surprised,yà,yà,astounded,ya4,0.00%,2162,8,2314,2334,RTH2-L51,RTH1-L51,RSH2-L51,RSH1-L51,SH <> TH,SH key = TH key
2784,2784,1957,撐,撑,,prop up,prop up,chēng,chēng,support/prop-up/to pole a boat/to open/to overfill,cheng1,0.00%,2183,8,2315,2179,RTH2-L51,RTH1-L51,RSH2-L24,RSH1-L24,SH <> TH,SH key = TH key
2791,2791,2353,竊,窃,,pilfer,pilfer,qiè,qiè,I beg to presume/steal,qie4,0.00%,2103,8,2316,2246,RTH2-L51,RTH1-L51,RSH2-L34,RSH1-L34,SH <> TH,SH key = TH key
1398,1398,1441,鴨,鸭,n.,duck,duck,yā,yā,duck,ya1,0.00%,2133,8,2317,2335,RTH1-L52,RTH1-L52,RSH1-L52,RSH1-L52,SH <> TH,SH key = TH key
1409,1409,1447,兔,兔,,rabbit,rabbit,tù,tù,rabbit,tu4,0.00%,2364,8,2318,2336,RTH1-L52,RTH1-L52,RSH1-L52,RSH1-L52,SH = TH,SH key = TH key
1410,1410,1448,逸,逸,,flee,flee,yì,yì,escape/leisurely/outstanding,yi4,0.00%,2338,8,2319,2337,RTH1-L52,RTH1-L52,RSH1-L52,RSH1-L52,SH = TH,SH key = TH key
2816,2816,2872,鴉,鸦,,raven,raven,yā,yā,crow,ya1,0.00%,2397,8,2320,2339,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH <> TH,SH key = TH key
2817,2817,2871,鵝,鹅,,goose,goose,é,é,goose,e2,0.00%,2172,8,2321,2338,RTH2-L52,RTH1-L52,RSH2-L52,RSH1-L52,SH <> TH,SH key = TH key
