Orig Order,RTH #,RSH #,TH,SH,Hanzi Parts of Speech,RTH Keyword,RSH Keyword,RTH Read,TH Read,SH Freq Meaning,SH Freq Pinyin,SH Freq,SH Freq Rank,SH Freq Group,Opt RTH,Opt RSH,RTH Lesson,RTH Merge Lesson,RSH Lesson,RSH Lesson Merged,SH and TH check,SH and TH keywords
537,537,573,想,想,,think,think,xiǎng,xiǎng,to think/to believe/to suppose/to wish/to want/to miss,xiang3,0.19%,99,1,128,133,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
540,540,576,感,感,v.,feel,feel,gǎn,gǎn,to feel/to move/to touch/to affect,gan3,0.09%,243,1,129,134,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
547,547,583,必,必,,certainly,certainly,bì,bì,certainly/must/will/necessarily,bi4,0.09%,248,1,130,135,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
548,548,584,手,手,,hand,hand,shǒu,shǒu,hand/convenient,shou3,0.15%,143,1,131,136,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
549,549,585,看,看,,look at,look at,kàn,kàn|kān,"to look after/to take care of/to watch/to guard, it depends/think/to see/to look at",kan1/kan4,0.22%,76,1,132,137,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
551,551,588,我,我,,I,I,wǒ,wǒ,I/me/myself,wo3,0.87%,9,1,133,138,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
552,552,1182,義,义,,righteousness,righteousness,yì,yì,justice/righteousness/meaning,yi4,0.10%,208,1,134,254,RTH1-L22,RTH1-L22,RSH1-L38,RSH1-L38,SH <> TH,SH key = TH key
559,559,593,打,打,v.,strike,strike,dǎ,dǎ|dá,"dozen, beat/strike/break/mix up/build/fight/fetch/make/tie up/issue/shoot/calculate/since/from",da2/da3,0.10%,223,1,135,139,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
560,560,594,指,指,n.,finger,finger,zhǐ,zhǐ,finger/to point/to direct/to indicate,zhi3,0.09%,261,1,136,140,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
563,563,598,提,提,,bring up,bring up,tí,tí|dī,"carry (suspended), to carry/to lift/to put forward/(upwards character stroke)/lifting (brush stroke in painting)/to mention",di1/ti2,0.11%,196,1,137,141,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
566,566,604,接,接,v.,welcome,welcome,jiē,jiē,to extend/to connect/to receive/to join,jie1,0.09%,247,1,138,142,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
578,578,620,才,才,,genius,genius,cái,cái,"ability/talent/endowment/gift/an expert/only (then)/only if/just, just/not until",cai2,0.09%,235,1,139,145,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
581,581,624,在,在,,at,at,zài,zài,(located) at/in/exist,zai4,1.04%,6,1,140,146,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
584,584,627,及,及,,catch up with,catch up with,jí,jí,to reach/and,ji2,0.10%,198,1,141,147,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
587,587,631,更,更,,even more,even more,gèng,gèng|gēng,"to change, more/even more/further/still/still more",geng1/geng4,0.10%,221,1,142,148,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
589,589,633,又,又,,again,again,yòu,yòu,(once) again/also/both... and.../again,you4,0.16%,126,1,143,149,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
598,598,647,沒,没,,not have,not have,méi,méi|mò,"(negative prefix for verbs)/have not/not, drowned/to end/to die/to inundate",mei2/mo4,0.22%,72,1,144,152,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
607,607,656,反,反,,against,against,fǎn,fǎn|bǎn,wrong side out or up/anti-,fan3,0.09%,237,1,145,153,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
617,617,667,受,受,,accept,accept,shòu,shòu,to bear/to stand/to endure/(passive marker)/to receive,shou4,0.09%,238,1,146,155,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
622,622,673,治,治,,govern,govern,zhì,zhì,to rule/to govern/to manage/to control/to harness (a river)/cure/treatment/to heal,zhi4,0.08%,274,1,147,157,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
624,624,675,去,去,,go,go,qù,qù,to go/to leave/to remove,qu4,0.25%,64,1,148,158,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
625,625,676,法,法,,method,method,fǎ,fǎ,law/method/way/Buddhist teaching/Legalist/France (abbrev.),fa3,0.24%,65,1,149,159,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
626,626,678,至,至,,until,until,zhì,zhì,arrive/most/to/until,zhi4,0.08%,267,1,150,161,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
628,628,680,到,到,,arrive,arrive,dào,dào,to (a place)/until (a time)/up to/to go/to arrive,dao4,0.50%,22,1,151,162,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
1846,1846,1884,權,权,,authority,authority,quán,quán,authority/power/right,quan2,0.07%,297,1,152,163,RTH2-L22,RTH1-L22,RSH2-L22,RSH1-L22,SH <> TH,SH key = TH key
634,634,688,山,山,,mountain,mountain,shān,shān,mountain/hill,shan1,0.09%,259,1,153,164,RTH1-L23,RTH1-L23,RSH1-L23,RSH1-L23,SH = TH,SH key = TH key
635,635,689,出,出,v.,exit,exit,chū,chū,"to go out/to come out/to occur/to produce/to go beyond/to rise/to put forth/to occur/to happen/(a measure word for dramas, plays, or operas)",chu1,0.39%,28,1,154,165,RTH1-L23,RTH1-L23,RSH1-L23,RSH1-L23,SH = TH,SH key = TH key
638,638,693,入,入,,enter,enter,rù,rù,to enter,ru4,0.10%,210,1,155,166,RTH1-L23,RTH1-L23,RSH1-L23,RSH1-L23,SH = TH,SH key = TH key
639,639,840,內,内,,internal,internal,nèi,nèi,inside/inner/internal/within/interior,nei4,0.12%,175,1,156,205,RTH1-L23,RTH1-L23,RSH1-L26,RSH1-L26,SH <> TH,SH key = TH key
641,641,694,分,分,n. / v.,part,part,fēn,fēn|fèn,"to divide/minute/(a measure word)/(a unit of length = 0.33 centimeter), part",fen1/fen4,0.22%,79,1,157,167,RTH1-L23,RTH1-L23,RSH1-L23,RSH1-L23,SH = TH,SH key = TH key
643,643,696,公,公,adj.,public,public,gōng,gōng,just/honorable (designation)/public/common,gong1,0.16%,115,1,158,168,RTH1-L23,RTH1-L23,RSH1-L23,RSH1-L23,SH = TH,SH key = TH key
651,651,947,當,当,,work as,work as,dāng,dāng|dàng|dǎng,"to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at, at or in the very same.../to pawn/suitable/adequate/fitting/proper/replace/represent",dang1/dang4,0.22%,71,1,159,221,RTH1-L24,RTH1-L24,RSH1-L30,RSH1-L30,SH <> TH,SH key = TH key
654,654,705,常,常,,often,often,cháng,cháng,always/ever/often/frequently/common/general/constant,chang2,0.11%,187,1,160,169,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
660,660,711,被,被,n.,quilt,quilt,bèi,bèi|pī,by (marker for passive-voice sentences or clauses)/quilt/blanket/to cover/to wear,bei4,0.14%,154,1,161,170,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
669,669,720,最,最,adv.,most,most,zuì,zuì,(the) most/-est,zui4,0.15%,139,1,162,171,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
678,678,998,還,还,,give back,give back,huán,hái|huán,"also/in addition/more/still/else/still/yet/(not) yet, (surname)/pay back/return",hai2/huan2/huan4,0.22%,80,1,163,229,RTH1-L24,RTH1-L24,RSH1-L31,RSH1-L31,SH <> TH,SH key = TH key
687,687,732,力,力,,power,power,lì,lì,power/force/strength,li4,0.19%,106,1,164,172,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
689,689,739,別,别,,don't,don't,bié,bié|biè,"leave/depart/separate/distinguish/classify/other/another/do not/must not/to pin, contrary/difficult/awkward",bie2/bie4,0.10%,222,1,165,174,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH <> TH,SH key = TH key
695,695,749,加,加,,add,add,jiā,jiā,to add/plus,jia1,0.13%,166,1,166,176,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
699,699,754,行,行,,line of business,line of business,háng,xíng|háng|hàng|heng,"a row/profession/professional, all right/capable/competent/OK/okay/to go/to do/to travel/temporary/to walk/to go/will do, behavior/conduct",hang2/xing2/xing4,0.28%,53,1,167,178,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
702,702,756,得,得,aux. v.,must,must,děi,de|děi|dé,"obtain/get/gain/proper/suitable/proud/contented/allow/permit/ready/finished, a sentence particle used after a verb to show effect/degree or possibility, to have to/must/ought to/to need to",de2/de/dei3,0.33%,39,1,168,179,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
707,707,759,德,德,,morality,morality,dé,dé,Germany/virtue/goodness/morality/ethics/kindness/favor/character/kind,de2,0.09%,256,1,169,180,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
708,708,925,聽,听,,listen,listen,tīng,tīng,"listen/hear/obey, let/allow",ting1/ting4,0.08%,285,1,170,218,RTH1-L24,RTH1-L24,RSH1-L30,RSH1-L30,SH <> TH,SH key = TH key
712,712,764,和,和,,harmony,harmony,hé,hé,"and/together with/with/peace/harmony/union, cap (a poem)/respond in singing, soft/warm, mix together/to blend",he2/he4/huo2/huo4,0.52%,19,1,171,181,RTH1-L25,RTH1-L25,RSH1-L25,RSH1-L25,SH = TH,SH key = TH key
716,716,771,利,利,n.,profit,profit,lì,lì,advantage/benefit/profit/sharp,li4,0.14%,155,1,172,183,RTH1-L25,RTH1-L25,RSH1-L25,RSH1-L25,SH = TH,SH key = TH key
732,732,789,等,等,,etc.,etc.,děng,děng,class/rank/grade/equal to/same as/wait for/await/et cetera/and so on,deng3,0.14%,158,1,173,186,RTH1-L25,RTH1-L25,RSH1-L25,RSH1-L25,SH = TH,SH key = TH key
736,736,793,人,人,,person,person,rén,rén,man/person/people,ren2,0.97%,7,1,174,187,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
741,741,799,你,你,,you,you,nǐ,nǐ,you,ni3,0.36%,32,1,175,190,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
743,743,802,什,什,,what?,what?,shén,shén|shí,"what, tenth (used in fractions)",shen2/shi2,0.14%,156,1,176,191,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
744,744,307,條,条,n.,strip,strip,tiáo,tiáo,"measure word for long, thin things (i.e. ribbon, river, etc.)/a strip/item/article",tiao2,0.10%,214,1,177,79,RTH1-L26,RTH1-L26,RSH1-L13,RSH1-L13,SH <> TH,SH key = TH key
746,746,804,做,做,,make,make,zuò,zuò,to do/to make/to produce,zuo4,0.09%,246,1,178,192,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
747,747,805,但,但,,however,however,dàn,dàn,but/yet/however/only/merely/still,dan4,0.19%,95,1,179,193,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
749,749,807,位,位,n.,position,position,wèi,wèi,position/location/(measure word for persons)/place/seat,wei4,0.11%,182,1,180,194,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
750,750,808,件,件,,piece,piece,jiàn,jiàn,"a measure word for thing, clothes, item",jian4,0.09%,250,1,181,195,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
752,752,810,他,他,,he,he,tā,tā,he/him,ta1,0.83%,10,1,182,196,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
754,754,814,信,信,,faith,faith,xìn,xìn,letter/true/to believe/sign/evidence,xin4,0.12%,176,1,183,198,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
757,757,258,個,个,,individual,individual,gè,ge|gè|gě,(a measure word)/individual,ge4,0.62%,12,1,184,66,RTH1-L26,RTH1-L26,RSH1-L12,RSH1-L12,SH <> TH,SH key = TH key
764,764,823,保,保,v.,safeguard,safeguard,bǎo,bǎo,to defend/to protect/to insure or guarantee/to maintain/hold or keep/to guard,bao3,0.09%,266,1,185,199,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
769,769,828,代,代,,substitute for,substitute for,dài,dài,substitute/replace/generation/dynasty/geological era/era/age/period,dai4,0.12%,174,1,186,200,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
771,771,830,化,化,,transform,transform,huà,huà|huā,to make into/to change into/-ization/to ... -ize/to transform,hua4,0.12%,178,1,187,201,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
774,774,835,何,何,,whatwhichwhowherewhy?,whatwhichwhowherewhy?,hé,hé,carry/what/how/why/which,he2,0.10%,229,1,188,202,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
775,775,836,便,便,,convenient,convenient,biàn,biàn|pián,"ordinary/plain/convenient/handy/easy/then/so/thus/to relieve oneself, advantageous/cheap",bian4/pian2,0.08%,271,1,189,203,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
777,777,838,使,使,v.,use,use,shǐ,shǐ,to make/to cause/to enable/to use/to employ/messenger,shi3,0.16%,119,1,190,204,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
789,789,783,來,来,,come,come,lái,lái,to come,lai2,0.56%,15,1,191,184,RTH1-L26,RTH1-L26,RSH1-L25,RSH1-L25,SH <> TH,SH key = TH key
793,793,853,任,任,,appoint,appoint,rèn,rèn|Rén,to assign/to appoint/office/responsibility,ren4,0.11%,186,1,192,207,RTH1-L27,RTH1-L27,RSH1-L27,RSH1-L27,SH = TH,SH key = TH key
796,796,861,以,以,,by means of,by means of,yǐ,yǐ,to use/according to/so as to/in order to/by/with/because/Israel (abbrev.),yi3,0.47%,23,1,193,210,RTH1-L27,RTH1-L27,RSH1-L27,RSH1-L27,SH = TH,SH key = TH key
798,798,863,併,并,v.,combine,combine,bìng,bìng,"and/furthermore/(not) at all/simultaneously/also/together with/to combine/to join/to merge, amalgamate/combine, and/also/together with",bing4,0.15%,141,1,194,211,RTH1-L27,RTH1-L27,RSH1-L27,RSH1-L27,SH <> TH,SH key = TH key
806,806,871,年,年,,year,year,nián,nián,year,nian2,0.31%,45,1,195,212,RTH1-L27,RTH1-L27,RSH1-L27,RSH1-L27,SH = TH,SH key = TH key
817,817,879,物,物,,thing,thing,wù,wù,thing/object/matter,wu4,0.15%,142,1,196,213,RTH1-L28,RTH1-L28,RSH1-L28,RSH1-L28,SH = TH,SH key = TH key
835,835,901,社,社,,society,society,shè,shè,society/group,she4,0.08%,270,1,197,214,RTH1-L29,RTH1-L29,RSH1-L29,RSH1-L29,SH = TH,SH key = TH key
845,845,913,由,由,n.,wherefore,wherefore,yóu,yóu,follow/from/it is for...to/reason/cause/because of/due to/by/to/to leave it (to sb),you2,0.15%,136,1,198,215,RTH1-L29,RTH1-L29,RSH1-L29,RSH1-L29,SH = TH,SH key = TH key
852,852,920,神,神,,gods,gods,shén,shén,God/unusual/mysterious/soul/spirit/divine essence/lively/spiritual being,shen2,0.10%,227,1,199,216,RTH1-L29,RTH1-L29,RSH1-L29,RSH1-L29,SH = TH,SH key = TH key
853,853,921,果,果,,fruit,fruit,guǒ,guǒ,fruit/result,guo3,0.13%,165,1,200,217,RTH1-L29,RTH1-L29,RSH1-L29,RSH1-L29,SH = TH,SH key = TH key
857,857,926,所,所,n.,place,place,suǒ,suǒ,actually/place,suo3,0.27%,54,1,201,219,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
868,868,940,作,作,,do,do,zuò,zuò|zuō|zuó,to regard as/to take (somebody) for/to do/to make,zuo4,0.28%,49,1,202,220,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
878,878,953,事,事,,matter,matter,shì,shì,matter/thing/item/work/affair,shi4,0.26%,58,1,203,222,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
887,887,962,而,而,,and,and,ér,ér,and/as well as/but (not)/yet (not)/(shows causal relation)/(shows change of state)/(shows contrast),er2,0.34%,36,1,204,223,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
895,895,970,科,科,,academic discipline,academic discipline,kē,kē,"branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes, etc.)/to fine somebody",ke1,0.08%,277,1,205,224,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
896,896,971,用,用,,utilize,utilize,yòng,yòng,to use,yong4,0.28%,51,1,206,225,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
905,905,980,度,度,,degrees,degrees,dù,dù|duó,capacity/degree/standard,du4,0.11%,184,1,207,226,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
920,920,244,將,将,,General,General,jiàng,jiāng|jiàng|qiāng,"(will, shall, ""future tense"")/ready/prepared/to get/to use, a general",jiang1/jiang4,0.15%,132,1,208,62,RTH1-L31,RTH1-L31,RSH1-L11,RSH1-L11,SH <> TH,SH key = TH key
921,921,990,之,之,,of,of,zhī,zhī,(literary equivalent of 的)/(subor. part.)/him/her/it,zhi1,0.32%,44,1,209,227,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
924,924,993,不,不,,no,no,bù,bù|bu,(negative prefix)/not/no,bu4/bu2,1.16%,4,1,210,228,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
929,929,1002,知,知,,know,know,zhī,zhī|zhì,to know/to be aware,zhi1,0.16%,123,1,211,230,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
934,934,752,務,务,,tasks,tasks,wù,wù,affair/business/matter,wu4,0.09%,245,1,212,177,RTH1-L32,RTH1-L32,RSH1-L24,RSH1-L24,SH <> TH,SH key = TH key
943,943,1018,強,强,,strong,strong,qiáng,qiáng|jiàng|qiǎng,strength/force/power/powerful/better,qiang2,0.08%,292,1,213,231,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH <> TH,SH key = TH key
949,949,1025,第,第,,No.,No.,dì,dì,"(prefix before a number, for ordering numbers, e.g. ""first"", ""number two"", etc)",di4,0.17%,114,1,214,232,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
951,951,1028,身,身,,somebody,somebody,shēn,shēn,body/torso/person/life/status/pregnancy/(a measure word used for clothes) suit,shen1,0.13%,164,1,215,233,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
954,954,1031,老,老,,old man,old man,lǎo,lǎo,(a prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family to indicate affection or familiarity)/old (of people),lao3,0.12%,179,1,216,234,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
958,958,1038,教,教,,teach,teach,jiāo,jiāo|jiào,"teach, religion/teaching",jiao1/jiao4,0.11%,191,1,217,236,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
959,959,1039,者,者,,someone,someone,zhě,zhě,"-ist, -er (person)/person (who does sth)",zhe3,0.19%,103,1,218,237,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
960,960,536,著,着,,-ing,-ing,zhe,zhe|zháo|zhāo|zhuó|zhù,"catch/receive/suffer, part. indicates the successful result of a verb/to touch/to come in contact with/to feel/to be affected by/to catch fire/to fall asleep/to burn, -ing part. (indicates an action in progress)/part. coverb-forming after some verbs, to make known/to show/to prove/to write/book/outstanding, to wear (clothes)/to contact/to use/to apply",zhao1/zhao2/zhe/zhu4/zhuo2,0.32%,41,1,219,124,RTH1-L33,RTH1-L33,RSH1-L20,RSH1-L20,SH <> TH,SH key = TH key
967,967,1044,管,管,,pipe,pipe,guǎn,guǎn,to take care (of)/to control/to manage/to be in charge of/to look after/to run/tube/pipe,guan3,0.09%,252,1,220,238,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
980,980,291,過,过,v.,cross,cross,guò,guò|guo,(experienced action marker)/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/(surname)/excessively/too-,guo4,0.31%,46,1,221,77,RTH1-L33,RTH1-L33,RSH1-L13,RSH1-L13,SH <> TH,SH key = TH key
992,992,1069,隊,队,,team,team,duì,duì,squadron/team/group,dui4,0.08%,268,1,222,239,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH <> TH,SH key = TH key
998,998,1075,空,空,,empty,empty,kōng,kōng|kòng,"air/sky/empty/in vain, emptied/leisure",kong1/kong4,0.08%,272,1,223,240,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH = TH,SH key = TH key
1010,1010,1085,統,统,,continuum,continuum,tǒng,tǒng,to gather/to unite/to unify/whole,tong3,0.09%,264,1,224,241,RTH1-L35,RTH1-L35,RSH1-L35,RSH1-L35,SH <> TH,SH key = TH key
1011,1011,1086,給,给,,give,give,gěi,gěi|jǐ,"to/for/for the benefit of/to give/to allow/to do sth (for sb)/(passive particle), to supply/provide",gei3/ji3,0.11%,180,1,225,242,RTH1-L35,RTH1-L35,RSH1-L35,RSH1-L35,SH <> TH,SH key = TH key
1012,1012,1087,結,结,v.,tie,tie,jié,jié|jiē,knot/sturdy/to bear (fruit)/bond/to tie/to bind,jie1/jie2,0.09%,236,1,226,243,RTH1-L35,RTH1-L35,RSH1-L35,RSH1-L35,SH <> TH,SH key = TH key
1026,1026,1495,變,变,v.,change,change,biàn,biàn,to change/to become different/to transform/to vary/rebellion,bian4,0.10%,225,1,227,307,RTH1-L35,RTH1-L35,RSH1-L55,RSH1-L55,SH <> TH,SH key = TH key
1027,1027,1096,經,经,,scripture,scripture,jīng,jīng,classics/sacred book/pass through/to undergo/scripture,jing1,0.25%,62,1,228,244,RTH1-L35,RTH1-L35,RSH1-L35,RSH1-L35,SH <> TH,SH key = TH key
1029,1029,659,後,后,,behind,behind,hòu,hòu,"empress/queen/surname, back/behind/rear/afterwards/after/later",hou4,0.30%,48,1,229,154,RTH1-L35,RTH1-L35,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
1030,1030,57,幾,几,,how many?,how many?,jǐ,jǐ|jī,"small table, almost, a few/how many, how much/how many/several/a few",ji1/ji3,0.10%,211,1,230,23,RTH1-L35,RTH1-L35,RSH1-L04,RSH1-L04,SH <> TH,SH key = TH key
1031,1031,206,機,机,,machine,machine,jī,jī,machine/opportunity/secret,ji1,0.18%,111,1,231,59,RTH1-L35,RTH1-L35,RSH1-L10,RSH1-L10,SH <> TH,SH key = TH key
1038,1038,670,麼,么,,(suffix),(suffix),me,me|má|mó,"(interrog. part.), (interrog. suff.), one on dice/small",ma/me/yao1,0.25%,63,1,232,156,RTH1-L35,RTH1-L35,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
1039,1039,1101,系,系,,lineage,lineage,xì,xì|jì,"be/connection/relation/tie up/bind, be/system/to tie/department/faculty, connect/to tie",xi4,0.10%,216,1,233,245,RTH1-L35,RTH1-L35,RSH1-L35,RSH1-L35,SH = TH,SH key = TH key
1042,1042,1103,卻,却,,withdraw,withdraw,què,què,but/yet/however/while/to go back/to decline/to retreat/nevertheless,que4,0.08%,287,1,234,246,RTH1-L36,RTH1-L36,RSH1-L36,RSH1-L36,SH <> TH,SH key = TH key
1045,1045,1107,命,命,,fate,fate,mìng,mìng,life/fate,ming4,0.09%,258,1,235,248,RTH1-L36,RTH1-L36,RSH1-L36,RSH1-L36,SH = TH,SH key = TH key
1054,1054,1119,通,通,,communicate,communicate,tōng,tōng|tòng,go through/know well/to connect/to communicate/open,tong1,0.11%,190,1,236,249,RTH1-L36,RTH1-L36,RSH1-L36,RSH1-L36,SH = TH,SH key = TH key
1067,1067,856,頭,头,n.,head,head,tóu,tóu|tou,"head, suff. for nouns",tou2/tou,0.14%,147,1,237,208,RTH1-L37,RTH1-L37,RSH1-L27,RSH1-L27,SH <> TH,SH key = TH key
1070,1070,813,體,体,,body,body,tǐ,tǐ|tī,body/form/style/system,ti3,0.14%,149,1,238,197,RTH1-L37,RTH1-L37,RSH1-L26,RSH1-L26,SH <> TH,SH key = TH key
1085,1085,1146,很,很,,very,very,hěn,hěn,very/extremely,hen3,0.15%,138,1,239,250,RTH1-L37,RTH1-L37,RSH1-L37,RSH1-L37,SH = TH,SH key = TH key
1087,1087,1148,即,即,,immediately,immediately,jí,jí,namely/right away/to approach/to draw near,ji2,0.08%,293,1,240,251,RTH1-L37,RTH1-L37,RSH1-L37,RSH1-L37,SH = TH,SH key = TH key
1092,1092,1152,眼,眼,,eyelet,eyelet,yǎn,yǎn,eye,yan3,0.08%,281,1,241,252,RTH1-L37,RTH1-L37,RSH1-L37,RSH1-L37,SH = TH,SH key = TH key
1103,1103,1162,平,平,adj.,even,even,píng,píng,flat/level/equal/to make the same score/to tie/to draw/calm/peaceful,ping2,0.10%,215,1,242,253,RTH1-L38,RTH1-L38,RSH1-L38,RSH1-L38,SH = TH,SH key = TH key
1110,1110,337,學,学,v.,study,study,xué,xué,learn/study/science/-ology,xue2,0.24%,66,1,243,86,RTH1-L38,RTH1-L38,RSH1-L15,RSH1-L15,SH <> TH,SH key = TH key
